X,Y,FID,GEODB_OID,GEODB_SUBT,OBJECTID,ASSETID,OWNER,MAINTRESP,LOCATIONID,IMAGEPATH,BIKEPARKTY,NUMSPACES,NUMUNITS,BPLEVEL,BPSTYLE,FINISH,MOUNTING,COVERED,BPFUND,ROTATION
-122.651295725209735,45.516554242132926,3421,3653,BPRackST,3653,5220-0004707,PDXTRANS,PDXTRANS,BF42429, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.696783132250189,45.53778792912896,3422,3434,BPRackST,3434,5220-0003881,PDXTRANS,PDXTRANS,BF27822, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.623427035083978,45.493395231399987,3423,3341,BPRackST,3341,5220-0003752,PDXTRANS,PDXTRANS,BF45312, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.682181216993854,45.517885491070082,3424,3041,BPRackST,3041,5220-0003406,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.680479692135123,45.519925964019308,587,937,BPRackST,937,5220-0001773,PDXTRANS,PDXTRANS,BF64514, ,5220,0,0, ,STAPLE, , , , ,0
-122.655253213189482,45.504805423129298,3425,3542,BPRackST,3542,5220-0003991,PDXTRANS,PDXTRANS,BF44274, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.658996413948202,45.522840317713644,588,786,BPRackST,786,5220-0001539,PDXTRANS,PDXTRANS,BF172, ,5220,0,0, ,STAPLE, , , , ,90
-122.699305030279646,45.524510885378014,589,433,BPRackST,433,5220-0000499,PDXTRANS,UNKNOWN,BF31546, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698633993033383,45.528183740364184,590,267,BPRackST,267,5220-0000131,PDXTRANS,UNKNOWN,BF27844, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.620318300661538,45.55706326170678,591,668,BPRackST,668,5220-0001339,PDXTRANS,PDXTRANS,BF14295, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.680358639477532,45.520161290756626,592,938,BPRackST,938,5220-0000108,PDXTRANS,UNKNOWN,BF64514, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.675194344697857,45.51699397396068,593,434,BPRackST,434,5220-0000501,PDXTRANS,UNKNOWN,BF55748, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698645430950876,45.528625545691298,594,268,BPRackST,268,5220-0000132,PDXTRANS,UNKNOWN,BF27845, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.694218362017466,45.526958440116907,595,787,BPRackST,787,5220-0001540,PDXTRANS,PDXTRANS,BF29444, ,5220,0,0, ,STAPLE, , , , ,0
-122.651531278826681,45.516673137543677,3426,3654,BPRackST,3654,5220-0004708,PDXTRANS,PDXTRANS,BF33653, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682789347551278,45.517965104899204,596,435,BPRackST,435,5220-0000507,PDXTRANS,UNKNOWN,BF65520, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.64365193035411,45.504658230872046,3427,3143,BPRackST,3143,5220-0003545,PDXTRANS,PDXTRANS,BF35311, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.680063653110949,45.520448043645558,597,939,BPRackST,939,5220-0001163,PDXTRANS,UNKNOWN,BF64484, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.685462099788325,45.529548704822886,3428,3936,BPRackST,3936,5220-0004347,PDXTRANS,PDXTRANS,BF27393, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698487941581206,45.528659798246743,598,269,BPRackST,269,5220-0000134,PDXTRANS,UNKNOWN,BF27867, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.684930003815651,45.558037769536789,3429,3755,BPRackST,3755,5220-0004814,PDXTRANS,PDXTRANS,BF2305, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.569324051737198,45.480104032209574,599,788,BPRackST,788,5220-0001542,PDXTRANS,PDXTRANS,BF44915, ,5220,0,0, ,STAPLE, , , , ,0
-122.701099383406444,45.540556061507466,3430,3435,BPRackST,3435,5220-0003882,PDXTRANS,PDXTRANS,BF27925, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.682767507357141,45.51795902840653,600,436,BPRackST,436,5220-0000508,PDXTRANS,UNKNOWN,BF65520, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.63284927566724,45.504839960173825,3431,3243,BPRackST,3243,5220-0003653,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.680216432043665,45.520412596942343,601,940,BPRackST,940,5220-0001763,PDXTRANS,PDXTRANS,BF64513, ,5220,0,0, ,STAPLE, , , , ,0
-122.682177447311005,45.517893284449073,3432,3042,BPRackST,3042,5220-0003407,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.69849684676106,45.528962931877395,602,270,BPRackST,270,5220-0000135,PDXTRANS,UNKNOWN,BF27867, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.62341299274965,45.493394912606114,3433,3342,BPRackST,3342,5220-0003753,PDXTRANS,PDXTRANS,BF45312, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.653079236899785,45.466865914641481,3434,3842,BPRackST,3842,5220-0004248,PDXTRANS,PDXTRANS,BF33337, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.589373829877516,45.479401501447128,3435,3543,BPRackST,3543,5220-0003993,PDXTRANS,PDXTRANS,BF39859, ,5220,2,0, ,STAPLE, , ,N,Y,180
-122.68492982133013,45.558033030459988,3436,3756,BPRackST,3756,5220-0004815,PDXTRANS,PDXTRANS,BF2305, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.645631120140266,45.517347564127888,3437,3655,BPRackST,3655,5220-0004709,PDXTRANS,PDXTRANS,BF35139, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.680102397613453,45.5256284400891,3438,3436,BPRackST,3436,5220-0003883,PDXTRANS,PDXTRANS,BF28363, ,5220,2,0, ,STAPLE, , ,N,N,180
-122.685642640365089,45.529372504505297,3439,3937,BPRackST,3937,5220-0004348,PDXTRANS,PDXTRANS,BF29654, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.65345668165223,45.519278857209365,3440,3843,BPRackST,3843,5220-0004250,PDXTRANS,PDXTRANS,BF52577, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.657749993913754,45.522562027875033,603,437,BPRackST,437,5220-0000511,PDXTRANS,UNKNOWN,BF41289, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698857542448749,45.534887711296015,3441,3343,BPRackST,3343,5220-0003754,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.653709841729764,45.519442447485538,604,789,BPRackST,789,5220-0001545,PDXTRANS,PDXTRANS,BF32891, ,5220,0,0, ,STAPLE, , , , ,0
-122.698496439502492,45.528905376588597,605,271,BPRackST,271,5220-0000136,PDXTRANS,UNKNOWN,BF27867, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.680008151452071,45.520550288012153,606,941,BPRackST,941,5220-0001766,PDXTRANS,PDXTRANS,BF64484, ,5220,0,0, ,STAPLE, , , , ,0
-122.657750012572492,45.522581812530568,607,438,BPRackST,438,5220-0000512,PDXTRANS,UNKNOWN,BF41289, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.653707900414346,45.519480589934183,608,790,BPRackST,790,5220-0001546,PDXTRANS,PDXTRANS,BF32891, ,5220,0,0, ,STAPLE, , , , ,0
-122.69844815446956,45.529023752185338,609,272,BPRackST,272,5220-0000138,PDXTRANS,UNKNOWN,BF29644, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.737293616923012,45.596980174333019,3442,3437,BPRackST,3437,5220-0003884,PDXTRANS,PDXTRANS,BF990, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.655649791344672,45.507843023249023,610,439,BPRackST,439,5220-0000513,PDXTRANS,UNKNOWN,BF32088, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.645676676083411,45.517243958365484,3443,3656,BPRackST,3656,5220-0004710,PDXTRANS,PDXTRANS,BF49762, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.685722055802842,45.529370351805689,3444,3938,BPRackST,3938,5220-0004349,PDXTRANS,PDXTRANS,BF29654, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.67437889507471,45.518510568525386,611,942,BPRackST,942,5220-0000803,PDXTRANS,UNKNOWN,BF55746, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.684929638844665,45.558028291383103,3445,3757,BPRackST,3757,5220-0004816,PDXTRANS,PDXTRANS,BF2305, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698671873416885,45.529259426948556,612,273,BPRackST,273,5220-0000139,PDXTRANS,UNKNOWN,BF27846, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.589375778397198,45.479382962967755,3446,3544,BPRackST,3544,5220-0003994,PDXTRANS,PDXTRANS,BF39859, ,5220,2,0, ,STAPLE, , ,N,Y,180
-122.653857178601484,45.519396816069573,613,791,BPRackST,791,5220-0001547,PDXTRANS,PDXTRANS,BF52451, ,5220,0,0, ,STAPLE, , , , ,0
-122.655650016991672,45.507829117137092,614,440,BPRackST,440,5220-0000515,PDXTRANS,UNKNOWN,BF32088, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.632836600100205,45.504840106788897,3447,3244,BPRackST,3244,5220-0003654,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.683214929634232,45.516021305628946,615,669,BPRackST,669,5220-0001341,PDXTRANS,PDXTRANS,BF64520, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.682173037598659,45.517900909825045,3448,3043,BPRackST,3043,5220-0003408,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.698673494047085,45.529301272420753,616,274,BPRackST,274,5220-0000140,PDXTRANS,UNKNOWN,BF27846, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.643652135790163,45.504649317765427,3449,3144,BPRackST,3144,5220-0003546,PDXTRANS,PDXTRANS,BF35311, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.67452463218217,45.518241502421183,617,943,BPRackST,943,5220-0000800,PDXTRANS,UNKNOWN,BF55746, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.653982622349289,45.51939922796025,618,792,BPRackST,792,5220-0001548,PDXTRANS,PDXTRANS,BF52451, ,5220,0,0, ,STAPLE, , , , ,0
-122.645719430425274,45.517244740753959,3450,3657,BPRackST,3657,5220-0004711,PDXTRANS,PDXTRANS,BF49762, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.637305248301686,45.516369218530983,3451,3844,BPRackST,3844,5220-0004251,PDXTRANS,PDXTRANS,BF42493, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.68575221298039,45.52937042047153,3452,3939,BPRackST,3939,5220-0004350,PDXTRANS,PDXTRANS,BF29654, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.684926964373503,45.558017276269091,3453,3758,BPRackST,3758,5220-0004817,PDXTRANS,PDXTRANS,BF2305, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.666998451453338,45.534231510254706,3454,3438,BPRackST,3438,5220-0003885,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.698857887601164,45.5348966216565,3455,3344,BPRackST,3344,5220-0003755,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.647548359107674,45.552582133991109,3456,3545,BPRackST,3545,5220-0003995,PRIVATE,PRIVATE,BF11893, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.632823922215508,45.504839956498223,3457,3245,BPRackST,3245,5220-0003655,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.62578120090761,45.504887416637295,619,441,BPRackST,441,5220-0000518,PDXTRANS,UNKNOWN,BF36690, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698521438943018,45.529622369321046,620,275,BPRackST,275,5220-0000141,PDXTRANS,UNKNOWN,BF27868, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674553774578001,45.518187698151898,621,944,BPRackST,944,5220-0000801,PDXTRANS,UNKNOWN,BF55746, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.625781218517346,45.504900272868795,622,442,BPRackST,442,5220-0000519,PDXTRANS,UNKNOWN,BF36690, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.648535216213233,45.47141818134881,623,793,BPRackST,793,5220-0001549,PDXTRANS,PDXTRANS,BF49556, ,5220,0,0, ,STAPLE, , , , ,0
-122.645789149808934,45.517245019523401,3458,3658,BPRackST,3658,5220-0004712,PDXTRANS,PDXTRANS,BF49762, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698467139384292,45.529733748681984,624,276,BPRackST,276,5220-0000142,PDXTRANS,UNKNOWN,BF29850, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.639596437228363,45.504677578949654,3459,3145,BPRackST,3145,5220-0003547,PDXTRANS,PDXTRANS,BF35550, ,5220,2,0, ,STAPLE, , ,N,Y,110
-122.680090203443669,45.520653186178798,625,945,BPRackST,945,5220-0001769,PDXTRANS,PDXTRANS,BF64513, ,5220,0,0, ,STAPLE, , , , ,0
-122.685832516805718,45.529367608542579,3460,3940,BPRackST,3940,5220-0004351,PDXTRANS,PDXTRANS,BF29654, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.695746563107889,45.566327556363959,626,670,BPRackST,670,5220-0001366,PDXTRANS,PDXTRANS,BF489, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698701398209082,45.530138991834853,627,277,BPRackST,277,5220-0000145,PDXTRANS,UNKNOWN,BF27847, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.682168746495009,45.517908566335144,3461,3044,BPRackST,3044,5220-0003409,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.639067834383212,45.516310786221638,628,443,BPRackST,443,5220-0000520,PDXTRANS,PDXTRANS,BF35538, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.674154120031957,45.518525044262589,629,946,BPRackST,946,5220-0001770,PDXTRANS,PDXTRANS,BF55710, ,5220,0,0, ,STAPLE, , , , ,0
-122.666987380670918,45.534231718996267,3462,3439,BPRackST,3439,5220-0003886,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.61944553829089,45.505441244569951,630,794,BPRackST,794,5220-0001552,PDXTRANS,PDXTRANS,BF43239, ,5220,0,0, ,STAPLE, , , , ,0
-122.65380942942646,45.497711113498319,3463,3759,BPRackST,3759,5220-0004818,PDXTRANS,PDXTRANS,BF49491, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698750815442182,45.531344543664204,631,278,BPRackST,278,5220-0000148,PDXTRANS,UNKNOWN,BF27849, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.637529839882106,45.512149764836799,3464,3845,BPRackST,3845,5220-0004252,PDXTRANS,PDXTRANS,BF46294, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.659338214926109,45.517997307025766,632,444,BPRackST,444,5220-0000522,PDXTRANS,UNKNOWN,BF41914, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698858232753693,45.5349055320169,3465,3345,BPRackST,3345,5220-0003756,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.677186661562232,45.511047050226708,633,947,BPRackST,947,5220-0001772,PDXTRANS,PDXTRANS,BF71185, ,5220,0,0, ,STAPLE, , , , ,0
-122.645881340059816,45.5172448785627,3466,3659,BPRackST,3659,5220-0004713,PDXTRANS,PDXTRANS,BF49762, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698783817972398,45.532384171354849,634,279,BPRackST,279,5220-0000149,PDXTRANS,UNKNOWN,BF27850, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.632811245780928,45.504839991977782,3467,3246,BPRackST,3246,5220-0003656,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.685254013716516,45.529650284744498,3468,3941,BPRackST,3941,5220-0004352,PDXTRANS,PDXTRANS,BF27411, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.65381861679343,45.497731097163516,3469,3760,BPRackST,3760,5220-0004819,PDXTRANS,PDXTRANS,BF49491, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.66697630988854,45.534231927736748,3470,3440,BPRackST,3440,5220-0003887,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.682164493438279,45.517916232832341,3471,3045,BPRackST,3045,5220-0003410,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.619130664773124,45.505296170241003,3472,3846,BPRackST,3846,5220-0004253,PDXTRANS,PDXTRANS,BF37277, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.647548026118059,45.55257333492272,3473,3546,BPRackST,3546,5220-0003996,PRIVATE,PRIVATE,BF11893, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.67582808605097,45.520090861646423,635,948,BPRackST,948,5220-0000312,PDXTRANS,UNKNOWN,BF56722, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.661726447757701,45.545745989033229,636,795,BPRackST,795,5220-0001555,PDXTRANS,PDXTRANS,BF23307, ,5220,0,0, ,STAPLE, , , , ,0
-122.659429477749342,45.517997219046791,637,445,BPRackST,445,5220-0000523,PDXTRANS,UNKNOWN,BF41914, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.675814986746417,45.520115976515889,638,949,BPRackST,949,5220-0001776,PDXTRANS,PDXTRANS,BF56722, ,5220,0,0, ,STAPLE, , , , ,0
-122.64927954201535,45.477506492587139,639,280,BPRackST,280,5220-0000164,PDXTRANS,UNKNOWN,BF49547, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.66172442027603,45.54578175129479,640,796,BPRackST,796,5220-0001556,PDXTRANS,PDXTRANS,BF23307, ,5220,0,0, ,STAPLE, , , , ,0
-122.654345089728693,45.500952571028222,641,446,BPRackST,446,5220-0000524,PDXTRANS,UNKNOWN,BF49525, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698858577906321,45.534914442377172,3474,3346,BPRackST,3346,5220-0003757,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.675740727023168,45.520257993279778,642,950,BPRackST,950,5220-0001777,PDXTRANS,PDXTRANS,BF56722, ,5220,0,0, ,STAPLE, , , , ,0
-122.636381914525714,45.516363873362351,3475,3660,BPRackST,3660,5220-0004714,PDXTRANS,PDXTRANS,BF42494, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.649058118089101,45.475648499018654,643,281,BPRackST,281,5220-0000165,PDXTRANS,UNKNOWN,BF49550, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.639596660680908,45.504668603190943,3476,3146,BPRackST,3146,5220-0003548,PDXTRANS,PDXTRANS,BF35550, ,5220,2,0, ,STAPLE, , ,N,Y,110
-122.65434483800405,45.50097248366491,644,447,BPRackST,447,5220-0000526,PDXTRANS,UNKNOWN,BF49525, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.653849480962208,45.497833669425354,3477,3761,BPRackST,3761,5220-0004820,PDXTRANS,PDXTRANS,BF49491, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.639044247206442,45.535301454544779,645,797,BPRackST,797,5220-0001557,PDXTRANS,PDXTRANS,BF12825, ,5220,0,0, ,STAPLE, , , , ,0
-122.685252953322617,45.52967021482619,3478,3942,BPRackST,3942,5220-0004353,PDXTRANS,PDXTRANS,BF27411, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.675595085455441,45.520082341223095,646,951,BPRackST,951,5220-0001774,PDXTRANS,PDXTRANS,BF56676, ,5220,0,0, ,STAPLE, , , , ,0
-122.632798570922745,45.504840229447055,3479,3247,BPRackST,3247,5220-0003657,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.648884510555803,45.475635769258048,647,282,BPRackST,282,5220-0000167,PDXTRANS,UNKNOWN,BF49513, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.64711240409062,45.465149537073778,648,448,BPRackST,448,5220-0000527,PDXTRANS,UNKNOWN,BF34700, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.67649189713832,45.518884238283668,649,952,BPRackST,952,5220-0001779,PDXTRANS,PDXTRANS,BF56724, ,5220,0,0, ,STAPLE, , , , ,155
-122.648788471285727,45.474875010315188,650,283,BPRackST,283,5220-0000169,PDXTRANS,UNKNOWN,BF49514, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.666966541551076,45.534232111918655,3480,3441,BPRackST,3441,5220-0003888,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.624253023841192,45.516491832767358,3481,3661,BPRackST,3661,5220-0004715,PDXTRANS,PDXTRANS,BF42447, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.609086289282672,45.505491599743017,3482,3847,BPRackST,3847,5220-0004254,PDXTRANS,PDXTRANS,BF38231, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.698858711263,45.534923356789669,3483,3347,BPRackST,3347,5220-0003758,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.578596862098024,45.496570048744687,3484,3762,BPRackST,3762,5220-0004821,PDXTRANS,PDXTRANS,BF40668, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.595548189360613,45.48904238332787,651,798,BPRackST,798,5220-0001558,PDXTRANS,PDXTRANS,BF44959, ,5220,0,0, ,STAPLE, , , , ,0
-122.647549482291126,45.552564502433164,3485,3547,BPRackST,3547,5220-0003997,PRIVATE,PRIVATE,BF11893, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.676400491655627,45.519041366814605,652,953,BPRackST,953,5220-0001780,PDXTRANS,PDXTRANS,BF56724, ,5220,0,0, ,STAPLE, , , , ,155
-122.682160837895523,45.517924056172873,3486,3046,BPRackST,3046,5220-0003411,PDXTRANS,PDXTRANS,BF58167, ,5220,2,0, ,STAPLE, , ,N,N,72
-122.65859640017932,45.523335909260581,653,799,BPRackST,799,5220-0001559,PDXTRANS,PDXTRANS,BF16309, ,5220,0,0, ,STAPLE, , , , ,180
-122.68637841101031,45.53292986740712,3487,3943,BPRackST,3943,5220-0004354,PDXTRANS,PDXTRANS,BF30626, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.647113044060589,45.465166477821576,654,449,BPRackST,449,5220-0000528,PDXTRANS,UNKNOWN,BF34700, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.666956773213528,45.534232296099717,3488,3442,BPRackST,3442,5220-0003889,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.683158605054999,45.516140895780218,655,954,BPRackST,954,5220-0000505,PDXTRANS,UNKNOWN,BF64520, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.639596323813649,45.504659625850429,3489,3147,BPRackST,3147,5220-0003549,PDXTRANS,PDXTRANS,BF35550, ,5220,2,0, ,STAPLE, , ,N,Y,110
-122.648887071555151,45.474243802800309,656,284,BPRackST,284,5220-0000170,PDXTRANS,UNKNOWN,BF49552, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.646951650968759,45.463860201220982,657,450,BPRackST,450,5220-0000529,PDXTRANS,UNKNOWN,BF34640, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.658597168504286,45.523355110646186,658,800,BPRackST,800,5220-0001560,PDXTRANS,PDXTRANS,BF16309, ,5220,0,0, ,STAPLE, , , , ,180
-122.648874539053409,45.474149355530841,659,285,BPRackST,285,5220-0000171,PDXTRANS,UNKNOWN,BF49552, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.674841679876238,45.521469478140027,660,955,BPRackST,955,5220-0001280,PDXTRANS,UNKNOWN,BF56674, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.695679268420889,45.566257338120074,661,671,BPRackST,671,5220-0001367,PDXTRANS,PDXTRANS,BF3628, ,5220,0,0, ,STAPLE, , ,U, ,180
-122.694407719075656,45.528152100171567,662,451,BPRackST,451,5220-0000530,PDXTRANS,UNKNOWN,BF27748, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.648974132599506,45.474549226459374,663,286,BPRackST,286,5220-0000173,PDXTRANS,UNKNOWN,BF49551, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.632785893006556,45.504840075097285,3490,3248,BPRackST,3248,5220-0003658,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.636942489004383,45.524997051882607,664,801,BPRackST,801,5220-0001561,PDXTRANS,PDXTRANS,BF19552, ,5220,0,0, ,STAPLE, , , , ,0
-122.62417554415039,45.516494450888935,3491,3662,BPRackST,3662,5220-0004716,PDXTRANS,PDXTRANS,BF42447, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.674715997774015,45.521693298520844,665,956,BPRackST,956,5220-0001281,PDXTRANS,UNKNOWN,BF56674, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.63768356241161,45.489855838373707,3492,3848,BPRackST,3848,5220-0004255,PDXTRANS,PDXTRANS,BF35747, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.661379727029569,45.542174460957355,666,452,BPRackST,452,5220-0000531,PDXTRANS,UNKNOWN,BF22889, ,5220,0,0, ,STAPLE, , ,U, ,0
-122.698858844619849,45.53493227120218,3493,3348,BPRackST,3348,5220-0003759,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
-122.632773216603667,45.504840114627555,3494,3249,BPRackST,3249,5220-0003659,PDXTRANS,PDXTRANS,BF44173, ,5220,2,0, ,STAPLE, , ,N,Y,30
-122.601367243381887,45.516822448276194,3495,3663,BPRackST,3663,5220-0004717,PDXTRANS,PDXTRANS,BF42462, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.68641304352964,45.532929208539819,3496,3944,BPRackST,3944,5220-0004355,PDXTRANS,PDXTRANS,BF30626, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.578460094642182,45.496137436151095,3497,3763,BPRackST,3763,5220-0004822,PDXTRANS,PDXTRANS,BF47763, ,5220,2,0, ,STAPLE, , ,N,N,0
-122.666946987404813,45.534232022601167,3498,3443,BPRackST,3443,5220-0003890,PDXTRANS,PDXTRANS,BF8930, ,5220,2,0, ,STAPLE, , ,N,Y,88
-122.648875503365659,45.473905492745871,667,287,BPRackST,287,5220-0000198,PDXTRANS,UNKNOWN,BF49552, ,5220,0,0, ,SELLWD, , ,U, ,0
-122.64754827850517,45.552556348580154,3499,3548,BPRackST,3548,5220-0003998,PRIVATE,PRIVATE,BF11893, ,5220,2,0, ,STAPLE, , ,N,Y,0
-122.674693039223314,45.521735434860958,668,957,BPRackST,957,5220-0001783,PDXTRANS,PDXTRANS,BF56674, ,5220,0,0, ,STAPLE, , , , ,0
-122.639596524527164,45.504650649309326,3500,3148,BPRackST,3148,5220-0003550,PDXTRANS,PDXTRANS,BF35550, ,5220,2,0, ,STAPLE, , ,N,Y,110
-122.633942671385597,45.504854548706795,669,802,BPRackST,802,5220-0001562,PDXTRANS,PDXTRANS,BF44173, ,5220,0,0, ,STAPLE, , , , ,0
-122.698859189772719,45.534941181562431,3501,3349,BPRackST,3349,5220-0003760,PDXTRANS,PDXTRANS,BF27854, ,5220,2,0, ,STAPLE, , ,N,Y,120
